LMFA01020017,Isoarachidic acid,18-methyl-nonadecanoic acid,C20H40O2   ,312.3028,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020018,-,(+)-18-methyl-eicosanoic acid,C21H42O2   ,326.3185,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020019,Isobehenic acid,20-methyl-heneicosanoic acid,C22H44O2   ,340.3341,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020020,-,(+)-20-methyl-docosanoic acid,C23H46O2   ,354.3498,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020021,-,22-methyl-tricosanoic acid,C24H48O2   ,368.3654,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020022,-,"3,13,19-trimethyl-tricosanoic acid",C26H52O2   ,396.3967,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020023,Isopentacosanoic acid,23-methyl-tetracosanoic acid,C25H50O2   ,382.3811,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020024,Isocerotic acid,24-methyl-pentacosanoic acid,C26H52O2   ,396.3967,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020025,-,(+)-24-methyl-hexacosanoic acid,C27H54O2   ,410.4124,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020026,Isomontanic acid,26-methyl-heptacosanoic acid,C28H56O2   ,424.428,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020027,D-Mycoceranic acid,"2,4,6-trimethyl-octacosanoic acid",C31H62O2   ,466.475,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020028,-,(+)-28-methyl-triacontanoic acid,C31H62O2   ,466.475,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020029,Angelic acid,2-methyl-2Z-butenoic acid,C5H8O2   ,100.0524,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
