H:C,O:C
2.4,1.4
2.4,1.4
2.4,1.6
2.0,0.7
2.0,0.7
1.66666666667,0.166666666667
1.81818181818,0.181818181818
1.83333333333,0.166666666667
2.0,0.7
1.6,0.2
1.6,0.2
1.6,0.2
1.6,0.2
1.42857142857,0.142857142857
1.36363636364,0.227272727273
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
1.36842105263,0.157894736842
2.0,0.7
2.0,0.7
1.27272727273,0.227272727273
1.52941176471,0.588235294118
1.41176470588,0.588235294118
1.4,0.3
1.52941176471,0.529411764706
1.46666666667,0.6
1.46666666667,0.666666666667
1.45454545455,0.363636363636
1.25,0.5625
1.25,0.458333333333
1.6,0.2
1.375,0.6875
1.4,0.2
1.4,0.2
1.36363636364,0.363636363636
1.41176470588,0.588235294118
1.6,0.2
1.55555555556,0.611111111111
1.36,0.52
1.52941176471,0.529411764706
1.36,0.52
1.6,0.2
1.5,0.5
1.5,0.5
1.625,0.4375
1.41666666667,0.458333333333
1.41666666667,0.458333333333
1.52941176471,0.647058823529
1.36,0.56
1.33333333333,0.555555555556
1.38461538462,0.5
1.38461538462,0.5
1.28,0.56
1.28,0.56
1.625,0.4375
1.46666666667,0.6
1.4,0.2
1.8,0.2
1.4,0.2
1.4,0.2
1.6,0.2
1.66666666667,0.166666666667
1.66666666667,0.166666666667
1.66666666667,0.166666666667
2.0,0.2
2.0,0.2
2.0,0.2
2.0,0.2
2.0,0.2
1.8,0.2
1.8,0.2
1.6,0.2
1.6,0.2
1.875,0.375
1.6,0.2
2.0,0.2
1.6,0.2
1.8,0.2
1.0,0.2
1.4,0.2
2.0,0.7
1.66666666667,0.166666666667
1.66666666667,0.166666666667
1.4,0.2
1.4,0.2
1.4,0.2
1.4,0.2
1.4,0.2
1.6,0.2
1.4,0.3
1.6,0.2
1.4,0.2
1.6,0.2
1.86666666667,0.466666666667
1.86666666667,0.466666666667
1.625,0.1875
1.86666666667,0.466666666667
1.86666666667,0.466666666667
1.86666666667,0.466666666667
2.0,0.117647058824
1.90476190476,0.0952380952381
1.91304347826,0.0869565217391
1.92,0.08
1.82608695652,0.0869565217391
1.84,0.08
1.73913043478,0.0869565217391
1.76,0.08
1.77777777778,0.0740740740741
1.93333333333,0.666666666667
1.1875,0.1875
1.1875,0.1875
1.375,0.1875
1.3125,0.1875
1.46666666667,0.2
1.33333333333,0.266666666667
1.33333333333,0.2
1.6,0.133333333333
1.33333333333,0.2
1.46666666667,0.333333333333
1.52380952381,0.47619047619
1.46666666667,0.333333333333
1.33333333333,0.266666666667
1.38461538462,0.230769230769
1.33333333333,0.333333333333
1.42857142857,0.428571428571
1.33333333333,0.266666666667
1.33333333333,0.2
1.33333333333,0.333333333333
1.30769230769,0.269230769231
1.33333333333,0.2
1.05263157895,0.315789473684
1.05263157895,0.368421052632
1.36842105263,0.315789473684
1.46666666667,0.133333333333
1.33333333333,0.4
1.2,0.2
1.33333333333,0.2
1.46666666667,0.333333333333
1.2,0.2
1.33333333333,0.133333333333
1.46666666667,0.133333333333
1.375,0.25
1.6,0.133333333333
1.46666666667,0.133333333333
1.6,0.133333333333
1.06666666667,0.133333333333
1.46666666667,0.133333333333
1.0,0.266666666667
1.06666666667,0.266666666667
1.33333333333,0.266666666667
1.64705882353,0.235294117647
1.33333333333,0.266666666667
1.46666666667,0.133333333333
1.57142857143,0.214285714286
1.46666666667,0.133333333333
1.47058823529,0.352941176471
1.29411764706,0.294117647059
1.2,0.266666666667
1.33333333333,0.266666666667
1.46666666667,0.133333333333
1.41176470588,0.176470588235
1.46666666667,0.133333333333
1.46666666667,0.133333333333
1.375,0.1875
1.73333333333,0.133333333333
1.06666666667,0.4
1.33333333333,0.333333333333
1.33333333333,0.2
1.33333333333,0.266666666667
1.46666666667,0.2
1.6,0.2
1.46666666667,0.133333333333
1.46666666667,0.133333333333
1.33333333333,0.2
1.2,0.266666666667
1.46666666667,0.266666666667
1.52941176471,0.294117647059
1.73333333333,0.133333333333
1.6,0.133333333333
1.33333333333,0.333333333333
1.73333333333,0.133333333333
1.6,0.2
1.6,0.2
1.46666666667,0.2
1.46666666667,0.2
1.33333333333,0.2
1.46666666667,0.133333333333
1.8,0.35
1.8,0.35
2.0,0.1
1.9,0.1
2.05,0.2
2.1,0.35
1.7,0.1
2.0,0.15
1.8,0.35
2.0,0.2
2.0,0.15
1.9,0.15
2.1,0.35
1.2,0.2
1.2,0.1
2.0,0.105263157895
1.9,0.1
1.9,0.1
1.92307692308,0.0769230769231
1.92857142857,0.0714285714286
1.93333333333,0.0666666666667
1.85714285714,0.0714285714286
1.86666666667,0.0666666666667
1.78571428571,0.0714285714286
2.0,0.1
1.25,0.166666666667
1.8,0.35
1.8,0.35
1.8,0.35
1.54545454545,0.318181818182
1.8,0.35
1.54545454545,0.227272727273
1.8,0.1
1.40740740741,0.111111111111
1.42857142857,0.142857142857
1.4,0.3
1.8,0.35
1.5,0.1
1.5,0.1
1.4,0.1
1.5,0.1
1.36363636364,0.272727272727
1.3,0.15
1.5,0.25
1.36842105263,0.315789473684
1.3,0.15
1.4,0.15
1.5,0.1
1.5,0.1
1.5,0.2
1.39130434783,0.260869565217
1.5,0.1
1.4,0.1
1.4,0.15
1.5,0.1
1.7,0.15
1.40740740741,0.111111111111
1.29411764706,0.176470588235
1.5,0.1
1.6,0.2
1.6,0.15
1.5,0.15
1.7,0.15
1.68,0.24
1.68,0.2
1.6,0.15
1.6,0.1
1.26315789474,0.315789473684
1.15789473684,0.315789473684
1.26315789474,0.263157894737
1.26315789474,0.368421052632
1.4,0.25
1.4,0.3
1.4,0.2
1.15789473684,0.263157894737
1.15789473684,0.315789473684
1.15789473684,0.315789473684
1.4,0.2
1.4,0.25
1.4,0.3
1.4,0.25
1.3,0.25
1.3,0.3
1.26315789474,0.210526315789
1.26315789474,0.263157894737
1.26315789474,0.263157894737
1.15789473684,0.210526315789
1.15789473684,0.263157894737
1.26315789474,0.315789473684
1.15789473684,0.315789473684
1.15789473684,0.368421052632
1.15789473684,0.263157894737
1.4,0.2
1.3,0.25
1.28,0.44
1.3,0.35
1.3,0.4
1.26315789474,0.315789473684
1.44,0.44
1.3,0.3
1.4,0.15
1.6,0.25
1.6,0.25
1.6,0.3
1.5,0.2
1.5,0.1
1.5,0.1
1.7,0.25
1.6,0.1
1.57142857143,0.214285714286
1.33333333333,0.25
1.29166666667,0.375
1.39285714286,0.321428571429
1.7,0.15
1.6,0.2
1.6,0.1
1.6,0.1
1.4,0.15
1.52380952381,0.142857142857
1.25,0.3125
1.4,0.233333333333
1.375,0.25
1.5,0.2
1.5,0.3
1.24137931034,0.206896551724
1.24137931034,0.172413793103
1.27272727273,0.227272727273
1.30434782609,0.391304347826
1.4,0.3
1.55555555556,0.222222222222
1.36363636364,0.318181818182
1.33333333333,0.233333333333
1.4,0.15
1.58333333333,0.291666666667
1.4,0.15
1.61111111111,0.333333333333
1.61904761905,0.190476190476
1.5,0.15
1.08510638298,0.297872340426
1.54545454545,0.0909090909091
1.6,0.1
1.54545454545,0.136363636364
1.6,0.15
1.6,0.1
1.5,0.1
1.36363636364,0.136363636364
1.4,0.25
1.4,0.2
1.3,0.1
1.4,0.1
1.6,0.1
1.5,0.2
1.6,0.15
1.5,0.1
1.5,0.15
1.65,0.1
1.6,0.1
1.6,0.1
1.2,0.45
1.2,0.5
1.2,0.55
1.2,0.5
1.5,0.15
1.76,0.28
1.44,0.2
1.6,0.08
1.6,0.24
1.44,0.16
1.52,0.16
1.6,0.12
1.58333333333,0.0833333333333
1.48148148148,0.185185185185
1.52,0.16
1.66666666667,0.0666666666667
1.66666666667,0.0666666666667
1.66666666667,0.0666666666667
1.66666666667,0.0666666666667
1.66666666667,0.0666666666667
1.66666666667,0.0666666666667
1.73333333333,0.233333333333
1.54838709677,0.193548387097
1.41176470588,0.205882352941
1.73333333333,0.0666666666667
1.73333333333,0.1
1.73333333333,0.1
1.33333333333,0.242424242424
1.25714285714,0.457142857143
1.25714285714,0.457142857143
1.36363636364,0.272727272727
1.27272727273,0.272727272727
1.625,0.0625
1.6,0.1
1.66666666667,0.0666666666667
1.53333333333,0.1
1.55555555556,0.25
1.6,0.1
1.6,0.133333333333
1.52380952381,0.333333333333
1.6,0.166666666667
1.61904761905,0.357142857143
1.53333333333,0.133333333333
1.53333333333,0.133333333333
1.46666666667,0.133333333333
1.47619047619,0.380952380952
1.53333333333,0.133333333333
1.6,0.1
1.53333333333,0.2
1.46666666667,0.133333333333
1.6,0.1
1.6,0.1
1.53333333333,0.1
1.6,0.166666666667
1.6,0.166666666667
1.25,0.166666666667
1.53333333333,0.166666666667
1.53333333333,0.133333333333
1.6,0.1
1.6,0.1
1.53333333333,0.1
1.6,0.133333333333
1.53488372093,0.325581395349
1.53333333333,0.166666666667
1.53333333333,0.1
1.53333333333,0.2
1.6,0.2
1.6,0.133333333333
1.53333333333,0.166666666667
1.57894736842,0.438596491228
1.6,0.133333333333
1.5625,0.1875
1.73333333333,0.1
1.66666666667,0.1
1.6,0.1
1.53333333333,0.133333333333
1.6,0.2
1.53333333333,0.166666666667
1.6,0.1
1.6,0.1
1.6,0.1
1.6,0.133333333333
1.53333333333,0.1
1.6,0.133333333333
1.6875,0.09375
1.66666666667,0.0666666666667
1.61290322581,0.0967741935484
1.6,0.133333333333
1.67741935484,0.0645161290323
1.73333333333,0.1
1.66666666667,0.0666666666667
1.51724137931,0.103448275862
1.35,0.1
1.28205128205,0.179487179487
1.23076923077,0.153846153846
1.35,0.1
1.4,0.05
1.34782608696,0.195652173913
1.35,0.075
1.39130434783,0.173913043478
1.3,0.1
1.35,0.05
1.35,0.075
1.35,0.075
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.4,0.05
1.3,0.05
1.35,0.075
1.35,0.075
1.4,0.1
1.4,0.05
1.4,0.1
1.25,0.1
1.2,0.1
1.3,0.05
1.35,0.05
1.4,0.125
1.41666666667,0.166666666667
1.4347826087,0.152173913043
1.39130434783,0.130434782609
1.39130434783,0.173913043478
1.4,0.1
1.4,0.075
1.4,0.1
1.3,0.125
1.35,0.125
1.3,0.075
1.35,0.075
1.35,0.075
1.3,0.075
1.3,0.075
1.25,0.075
1.35,0.1
1.3,0.1
1.3,0.1
1.25,0.1
1.35,0.125
1.3,0.1
1.3,0.1
1.3,0.1
1.45,0.05
1.5,0.05
1.3,0.075
1.35,0.05
1.35,0.05
1.46153846154,0.230769230769
1.38461538462,0.269230769231
1.39130434783,0.173913043478
1.35,0.075
1.35,0.1
1.4,0.1
1.375,0.175
1.35,0.125
1.54098360656,0.131147540984
1.55555555556,0.126984126984
1.58974358974,0.179487179487
1.6,0.175
1.60975609756,0.170731707317
1.5,0.05
